Node,Depth,Value
B2,4,71
A3,3,53
B3,4,35
A3,3,35
C3,4,70
A3,3,35
E3,4,66
A3,3,35
B4,4,31
A3,3,31
E4,4,81
A3,3,31
A5,4,58
A3,3,31
B5,4,53
A3,3,31
C5,4,60
A3,3,31
D5,4,62
A3,3,31
E5,4,73
A3,3,31
A4,2,31
B3,3,Infinity
A1,4,43
B3,3,43
B1,4,47
B3,3,43
E1,4,33
B3,3,33
B2,4,51
B3,3,33
A3,4,-101
B3,3,-101
C3,4,-46
B3,3,-101
E3,4,46
B3,3,-101
B4,4,-45
B3,3,-101
E4,4,61
B3,3,-101
A5,4,38
B3,3,-101
B5,4,33
B3,3,-101
C5,4,40
B3,3,-101
D5,4,42
B3,3,-101
E5,4,53
B3,3,-101
A4,2,31
C3,3,Infinity
A1,4,26
C3,3,26
B1,4,30
C3,3,26
E1,4,16
C3,3,16
B2,4,34
C3,3,16
A3,4,-22
C3,3,-22
B3,4,-2
C3,3,-22
E3,4,45
C3,3,-22
B4,4,14
C3,3,-22
E4,4,44
C3,3,-22
A5,4,21
C3,3,-22
B5,4,16
C3,3,-22
C5,4,23
C3,3,-22
D5,4,25
C3,3,-22
E5,4,36
C3,3,-22
A4,2,31
E3,3,Infinity
A1,4,-2
E3,3,-2
B1,4,2
E3,3,-2
E1,4,-12
E3,3,-12
B2,4,6
E3,3,-12
A3,4,-50
E3,3,-50
B3,4,-30
E3,3,-50
C3,4,3
E3,3,-50
B4,4,6
E3,3,-50
E4,4,14
E3,3,-50
A5,4,-7
E3,3,-50
B5,4,-12
E3,3,-50
C5,4,-5
E3,3,-50
D5,4,-3
E3,3,-50
E5,4,8
E3,3,-50
A4,2,31
B4,3,Infinity
A1,4,7
B4,3,7
B1,4,11
B4,3,7
E1,4,-3
B4,3,-3
B2,4,15
B4,3,-3
A3,4,-41
B4,3,-41
B3,4,-21
B4,3,-41
C3,4,14
B4,3,-41
E3,4,10
B4,3,-41
E4,4,25
B4,3,-41
A5,4,2
B4,3,-41
B5,4,-3
B4,3,-41
C5,4,4
B4,3,-41
D5,4,6
B4,3,-41
E5,4,17
B4,3,-41
A4,2,31
E4,3,Infinity
A1,4,-3
E4,3,-3
B1,4,1
E4,3,-3
E1,4,-13
E4,3,-13
B2,4,5
E4,3,-13
A3,4,-51
E4,3,-51
B3,4,-31
E4,3,-51
C3,4,4
E4,3,-51
E3,4,-4
E4,3,-51
B4,4,5
E4,3,-51
A5,4,-8
E4,3,-51
B5,4,-13
E4,3,-51
C5,4,-6
E4,3,-51
D5,4,-4
E4,3,-51
E5,4,7
E4,3,-51
A4,2,31
A5,3,Infinity
A1,4,20
A5,3,20
B1,4,24
A5,3,20
E1,4,10
A5,3,10
B2,4,28
A5,3,10
A3,4,-28
A5,3,-28
B3,4,-8
A5,3,-28
C3,4,27
A5,3,-28
E3,4,23
A5,3,-28
B4,4,28
A5,3,-28
E4,4,38
A5,3,-28
B5,4,10
A5,3,-28
C5,4,17
A5,3,-28
D5,4,19
A5,3,-28
E5,4,30
A5,3,-28
A4,2,31
B5,3,Infinity
A1,4,25
B5,3,25
B1,4,29
B5,3,25
E1,4,15
B5,3,15
B2,4,33
B5,3,15
A3,4,-23
B5,3,-23
B3,4,-3
B5,3,-23
C3,4,32
B5,3,-23
E3,4,28
B5,3,-23
B4,4,-27
B5,3,-27
E4,4,43
B5,3,-27
A5,4,-40
B5,3,-40
C5,4,-38
B5,3,-40
D5,4,24
B5,3,-40
E5,4,35
B5,3,-40
A4,2,31
C5,3,Infinity
A1,4,18
C5,3,18
B1,4,22
C5,3,18
E1,4,8
C5,3,8
B2,4,26
C5,3,8
A3,4,-30
C5,3,-30
B3,4,-10
C5,3,-30
C3,4,25
C5,3,-30
E3,4,21
C5,3,-30
B4,4,26
C5,3,-30
E4,4,36
C5,3,-30
A5,4,13
C5,3,-30
B5,4,8
C5,3,-30
D5,4,-29
C5,3,-30
E5,4,28
C5,3,-30
A4,2,31
D5,3,Infinity
A1,4,16
D5,3,16
B1,4,20
D5,3,16
E1,4,6
D5,3,6
B2,4,24
D5,3,6
A3,4,-32
D5,3,-32
B3,4,-12
D5,3,-32
C3,4,23
D5,3,-32
E3,4,19
D5,3,-32
B4,4,24
D5,3,-32
E4,4,34
D5,3,-32
A5,4,11
D5,3,-32
B5,4,6
D5,3,-32
C5,4,-29
D5,3,-32
E5,4,26
D5,3,-32
A4,2,31
E5,3,Infinity
A1,4,5
E5,3,5
B1,4,9
E5,3,5
E1,4,-5
E5,3,-5
B2,4,13
E5,3,-5
A3,4,-43
E5,3,-43
B3,4,-23
E5,3,-43
C3,4,12
E5,3,-43
E3,4,8
E5,3,-43
B4,4,13
E5,3,-43
E4,4,3
E5,3,-43
A5,4,0
E5,3,-43
B5,4,-5
E5,3,-43
C5,4,2
E5,3,-43
D5,4,-16
E5,3,-43
A4,2,31
A2,1,-12
B4,2,-Infinity
A1,3,Infinity
B1,4,27
A1,3,27
E1,4,13
A1,3,13
B2,4,31
A1,3,13
A3,4,15
A1,3,13
B3,4,-5
A1,3,-5
C3,4,30
A1,3,-5
E3,4,26
A1,3,-5
A4,4,23
A1,3,-5
E4,4,41
A1,3,-5
A5,4,18
A1,3,-5
B5,4,13
A1,3,-5
C5,4,20
A1,3,-5
D5,4,22
A1,3,-5
E5,4,33
A1,3,-5
B4,2,-5
B1,3,Infinity
A1,4,19
B1,3,19
E1,4,9
B1,3,9
B2,4,27
B1,3,9
A3,4,11
B1,3,9
B3,4,-9
B1,3,-9
C3,4,26
B1,3,-9
E3,4,22
B1,3,-9
A4,4,19
B1,3,-9
E4,4,37
B1,3,-9
A5,4,14
B1,3,-9
B5,4,9
B1,3,-9
C5,4,16
B1,3,-9
D5,4,18
B1,3,-9
E5,4,29
B1,3,-9
B4,2,-5
E1,3,Infinity
A1,4,33
E1,3,33
B1,4,37
E1,3,33
B2,4,41
E1,3,33
A3,4,25
E1,3,25
B3,4,5
E1,3,5
C3,4,40
E1,3,5
E3,4,36
E1,3,5
A4,4,33
E1,3,5
E4,4,51
E1,3,5
A5,4,28
E1,3,5
B5,4,23
E1,3,5
C5,4,30
E1,3,5
D5,4,32
E1,3,5
E5,4,43
E1,3,5
B4,2,5
B2,3,Infinity
A1,4,15
B2,3,15
B1,4,19
B2,3,15
E1,4,5
B2,3,5
A3,4,7
B2,3,5
B3,4,-37
B2,3,-37
C3,4,22
B2,3,-37
E3,4,18
B2,3,-37
A4,4,15
B2,3,-37
E4,4,33
B2,3,-37
A5,4,10
B2,3,-37
B5,4,5
B2,3,-37
C5,4,12
B2,3,-37
D5,4,14
B2,3,-37
E5,4,25
B2,3,-37
B4,2,5
A3,3,Infinity
A1,4,31
A3,3,31
B1,4,35
A3,3,31
E1,4,21
A3,3,21
B2,4,39
A3,3,21
B3,4,-53
A3,3,-53
C3,4,38
A3,3,-53
E3,4,34
A3,3,-53
A4,4,-25
A3,3,-53
E4,4,49
A3,3,-53
A5,4,26
A3,3,-53
B5,4,21
A3,3,-53
C5,4,28
A3,3,-53
D5,4,30
A3,3,-53
E5,4,41
A3,3,-53
B4,2,5
B3,3,Infinity
A1,4,51
B3,3,51
B1,4,55
B3,3,51
E1,4,41
B3,3,41
B2,4,59
B3,3,41
A3,4,43
B3,3,41
C3,4,-38
B3,3,-38
E3,4,54
B3,3,-38
A4,4,51
B3,3,-38
E4,4,69
B3,3,-38
A5,4,46
B3,3,-38
B5,4,41
B3,3,-38
C5,4,48
B3,3,-38
D5,4,50
B3,3,-38
E5,4,61
B3,3,-38
B4,2,5
C3,3,Infinity
A1,4,34
C3,3,34
B1,4,38
C3,3,34
E1,4,24
C3,3,24
B2,4,42
C3,3,24
A3,4,26
C3,3,24
B3,4,-12
C3,3,-12
E3,4,53
C3,3,-12
A4,4,34
C3,3,-12
E4,4,52
C3,3,-12
A5,4,29
C3,3,-12
B5,4,24
C3,3,-12
C5,4,31
C3,3,-12
D5,4,33
C3,3,-12
E5,4,44
C3,3,-12
B4,2,5
E3,3,Infinity
A1,4,6
E3,3,6
B1,4,10
E3,3,6
E1,4,-4
E3,3,-4
B2,4,14
E3,3,-4
A3,4,-2
E3,3,-4
B3,4,-22
E3,3,-22
C3,4,11
E3,3,-22
A4,4,6
E3,3,-22
E4,4,22
E3,3,-22
A5,4,1
E3,3,-22
B5,4,-4
E3,3,-22
C5,4,3
E3,3,-22
D5,4,5
E3,3,-22
E5,4,16
E3,3,-22
B4,2,5
A4,3,Infinity
A1,4,23
A4,3,23
B1,4,27
A4,3,23
E1,4,13
A4,3,13
B2,4,31
A4,3,13
A3,4,15
A4,3,13
B3,4,-5
A4,3,-5
C3,4,30
A4,3,-5
E3,4,26
A4,3,-5
E4,4,41
A4,3,-5
A5,4,18
A4,3,-5
B5,4,13
A4,3,-5
C5,4,20
A4,3,-5
D5,4,22
A4,3,-5
E5,4,33
A4,3,-5
B4,2,5
E4,3,Infinity
A1,4,5
E4,3,5
B1,4,9
E4,3,5
E1,4,-5
E4,3,-5
B2,4,13
E4,3,-5
A3,4,-3
E4,3,-5
B3,4,-23
E4,3,-23
C3,4,12
E4,3,-23
E3,4,4
E4,3,-23
A4,4,5
E4,3,-23
A5,4,0
E4,3,-23
B5,4,-5
E4,3,-23
C5,4,2
E4,3,-23
D5,4,4
E4,3,-23
E5,4,15
E4,3,-23
B4,2,5
A5,3,Infinity
A1,4,28
A5,3,28
B1,4,32
A5,3,28
E1,4,18
A5,3,18
B2,4,36
A5,3,18
A3,4,20
A5,3,18
B3,4,0
A5,3,0
C3,4,35
A5,3,0
E3,4,31
A5,3,0
A4,4,-22
A5,3,-22
E4,4,46
A5,3,-22
B5,4,-32
A5,3,-32
C5,4,25
A5,3,-32
D5,4,27
A5,3,-32
E5,4,38
A5,3,-32
B4,2,5
B5,3,Infinity
A1,4,33
B5,3,33
B1,4,37
B5,3,33
E1,4,23
B5,3,23
B2,4,41
B5,3,23
A3,4,25
B5,3,23
B3,4,5
B5,3,5
C3,4,40
B5,3,5
E3,4,36
B5,3,5
A4,4,33
B5,3,5
E4,4,51
B5,3,5
A5,4,28
B5,3,5
C5,4,-30
B5,3,-30
D5,4,32
B5,3,-30
E5,4,43
B5,3,-30
B4,2,5
C5,3,Infinity
A1,4,26
C5,3,26
B1,4,30
C5,3,26
E1,4,16
C5,3,16
B2,4,34
C5,3,16
A3,4,18
C5,3,16
B3,4,-2
C5,3,-2
C3,4,33
C5,3,-2
E3,4,29
C5,3,-2
A4,4,26
C5,3,-2
E4,4,44
C5,3,-2
A5,4,21
C5,3,-2
B5,4,-30
C5,3,-30
D5,4,-21
C5,3,-30
E5,4,36
C5,3,-30
B4,2,5
D5,3,Infinity
A1,4,24
D5,3,24
B1,4,28
D5,3,24
E1,4,14
D5,3,14
B2,4,32
D5,3,14
A3,4,16
D5,3,14
B3,4,-4
D5,3,-4
C3,4,31
D5,3,-4
E3,4,27
D5,3,-4
A4,4,24
D5,3,-4
E4,4,42
D5,3,-4
A5,4,19
D5,3,-4
B5,4,14
D5,3,-4
C5,4,-21
D5,3,-21
E5,4,34
D5,3,-21
B4,2,5
E5,3,Infinity
A1,4,13
E5,3,13
B1,4,17
E5,3,13
E1,4,3
E5,3,3
B2,4,21
E5,3,3
A3,4,5
E5,3,3
B3,4,-15
E5,3,-15
C3,4,20
E5,3,-15
E3,4,16
E5,3,-15
A4,4,13
E5,3,-15
E4,4,11
E5,3,-15
A5,4,8
E5,3,-15
B5,4,3
E5,3,-15
C5,4,10
E5,3,-15
D5,4,-8
E5,3,-15
B4,2,5
A2,1,-12
E4,2,-Infinity
A1,3,Infinity
B1,4,37
A1,3,37
E1,4,23
A1,3,23
B2,4,41
A1,3,23
A3,4,25
A1,3,23
B3,4,5
A1,3,5
C3,4,40
A1,3,5
E3,4,36
A1,3,5
A4,4,33
A1,3,5
B4,4,41
A1,3,5
A5,4,28
A1,3,5
B5,4,23
A1,3,5
C5,4,30
A1,3,5
D5,4,32
A1,3,5
E5,4,43
A1,3,5
E4,2,5
B1,3,Infinity
A1,4,29
B1,3,29
E1,4,19
B1,3,19
B2,4,37
B1,3,19
A3,4,21
B1,3,19
B3,4,1
B1,3,1
C3,4,36
B1,3,1
E3,4,32
B1,3,1
A4,4,29
B1,3,1
B4,4,37
B1,3,1
A5,4,24
B1,3,1
B5,4,19
B1,3,1
C5,4,26
B1,3,1
D5,4,28
B1,3,1
E5,4,39
B1,3,1
E4,2,5
E1,3,Infinity
A1,4,43
E1,3,43
B1,4,47
E1,3,43
B2,4,51
E1,3,43
A3,4,35
E1,3,35
B3,4,15
E1,3,15
C3,4,50
E1,3,15
E3,4,46
E1,3,15
A4,4,43
E1,3,15
B4,4,51
E1,3,15
A5,4,38
E1,3,15
B5,4,33
E1,3,15
C5,4,40
E1,3,15
D5,4,42
E1,3,15
E5,4,53
E1,3,15
E4,2,15
B2,3,Infinity
A1,4,25
B2,3,25
B1,4,29
B2,3,25
E1,4,15
B2,3,15
A3,4,17
B2,3,15
B3,4,-3
B2,3,-3
C3,4,32
B2,3,-3
E3,4,28
B2,3,-3
A4,4,25
B2,3,-3
B4,4,33
B2,3,-3
A5,4,20
B2,3,-3
B5,4,15
B2,3,-3
C5,4,22
B2,3,-3
D5,4,24
B2,3,-3
E5,4,35
B2,3,-3
E4,2,15
A3,3,Infinity
A1,4,41
A3,3,41
B1,4,45
A3,3,41
E1,4,31
A3,3,31
B2,4,49
A3,3,31
B3,4,13
A3,3,13
C3,4,48
A3,3,13
E3,4,44
A3,3,13
A4,4,41
A3,3,13
B4,4,49
A3,3,13
A5,4,36
A3,3,13
B5,4,31
A3,3,13
C5,4,38
A3,3,13
D5,4,40
A3,3,13
E5,4,51
A3,3,13
E4,2,15
B3,3,Infinity
A1,4,61
B3,3,61
B1,4,65
B3,3,61
E1,4,51
B3,3,51
B2,4,69
B3,3,51
A3,4,53
B3,3,51
C3,4,-28
B3,3,-28
E3,4,64
B3,3,-28
A4,4,61
B3,3,-28
B4,4,-27
B3,3,-28
A5,4,56
B3,3,-28
B5,4,51
B3,3,-28
C5,4,58
B3,3,-28
D5,4,60
B3,3,-28
E5,4,71
B3,3,-28
E4,2,15
C3,3,Infinity
A1,4,44
C3,3,44
B1,4,48
C3,3,44
E1,4,34
C3,3,34
B2,4,52
C3,3,34
A3,4,36
C3,3,34
B3,4,16
C3,3,16
E3,4,45
C3,3,16
A4,4,44
C3,3,16
B4,4,52
C3,3,16
A5,4,39
C3,3,16
B5,4,34
C3,3,16
C5,4,41
C3,3,16
D5,4,43
C3,3,16
E5,4,54
C3,3,16
E4,2,16
E3,3,Infinity
A1,4,20
E3,3,20
B1,4,24
E3,3,20
E1,4,10
E3,3,10
B2,4,28
E3,3,10
A3,4,12
E3,3,10
B3,4,-8
E3,3,-8
C3,4,25
E3,3,-8
A4,4,20
E3,3,-8
B4,4,28
E3,3,-8
A5,4,15
E3,3,-8
B5,4,10
E3,3,-8
C5,4,17
E3,3,-8
D5,4,19
E3,3,-8
E5,4,30
E3,3,-8
E4,2,16
A4,3,Infinity
A1,4,33
A4,3,33
B1,4,37
A4,3,33
E1,4,23
A4,3,23
B2,4,41
A4,3,23
A3,4,25
A4,3,23
B3,4,5
A4,3,5
C3,4,40
A4,3,5
E3,4,36
A4,3,5
B4,4,1
A4,3,1
A5,4,28
A4,3,1
B5,4,23
A4,3,1
C5,4,30
A4,3,1
D5,4,32
A4,3,1
E5,4,43
A4,3,1
E4,2,16
B4,3,Infinity
A1,4,25
B4,3,25
B1,4,29
B4,3,25
E1,4,15
B4,3,15
B2,4,33
B4,3,15
A3,4,17
B4,3,15
B3,4,-3
B4,3,-3
C3,4,32
B4,3,-3
E3,4,28
B4,3,-3
A4,4,25
B4,3,-3
A5,4,20
B4,3,-3
B5,4,15
B4,3,-3
C5,4,22
B4,3,-3
D5,4,24
B4,3,-3
E5,4,35
B4,3,-3
E4,2,16
A5,3,Infinity
A1,4,38
A5,3,38
B1,4,42
A5,3,38
E1,4,28
A5,3,28
B2,4,46
A5,3,28
A3,4,30
A5,3,28
B3,4,10
A5,3,10
C3,4,45
A5,3,10
E3,4,41
A5,3,10
A4,4,38
A5,3,10
B4,4,46
A5,3,10
B5,4,28
A5,3,10
C5,4,35
A5,3,10
D5,4,37
A5,3,10
E5,4,48
A5,3,10
E4,2,16
B5,3,Infinity
A1,4,43
B5,3,43
B1,4,47
B5,3,43
E1,4,33
B5,3,33
B2,4,51
B5,3,33
A3,4,35
B5,3,33
B3,4,15
B5,3,15
C3,4,50
B5,3,15
E3,4,46
B5,3,15
A4,4,43
B5,3,15
B4,4,-9
B5,3,-9
A5,4,38
B5,3,-9
C5,4,-20
B5,3,-20
D5,4,42
B5,3,-20
E5,4,53
B5,3,-20
E4,2,16
C5,3,Infinity
A1,4,36
C5,3,36
B1,4,40
C5,3,36
E1,4,26
C5,3,26
B2,4,44
C5,3,26
A3,4,28
C5,3,26
B3,4,8
C5,3,8
C3,4,43
C5,3,8
E3,4,39
C5,3,8
A4,4,36
C5,3,8
B4,4,44
C5,3,8
A5,4,31
C5,3,8
B5,4,26
C5,3,8
D5,4,-11
C5,3,-11
E5,4,46
C5,3,-11
E4,2,16
D5,3,Infinity
A1,4,34
D5,3,34
B1,4,38
D5,3,34
E1,4,24
D5,3,24
B2,4,42
D5,3,24
A3,4,26
D5,3,24
B3,4,6
D5,3,6
C3,4,41
D5,3,6
E3,4,37
D5,3,6
A4,4,34
D5,3,6
B4,4,42
D5,3,6
A5,4,29
D5,3,6
B5,4,24
D5,3,6
C5,4,-11
D5,3,-11
E5,4,2
D5,3,-11
E4,2,16
E5,3,Infinity
A1,4,23
E5,3,23
B1,4,27
E5,3,23
E1,4,13
E5,3,13
B2,4,31
E5,3,13
A3,4,15
E5,3,13
B3,4,-5
E5,3,-5
C3,4,30
E5,3,-5
E3,4,26
E5,3,-5
A4,4,23
E5,3,-5
B4,4,31
E5,3,-5
A5,4,18
E5,3,-5
B5,4,13
E5,3,-5
C5,4,20
E5,3,-5
D5,4,2
E5,3,-5
E4,2,16
A2,1,-12
A5,2,-Infinity
A1,3,Infinity
B1,4,14
A1,3,14
E1,4,0
A1,3,0
B2,4,18
A1,3,0
A3,4,2
A1,3,0
B3,4,-18
A1,3,-18
C3,4,17
A1,3,-18
E3,4,13
A1,3,-18
A4,4,10
A1,3,-18
B4,4,18
A1,3,-18
E4,4,28
A1,3,-18
B5,4,0
A1,3,-18
C5,4,7
A1,3,-18
D5,4,9
A1,3,-18
E5,4,20
A1,3,-18
A5,2,-18
B1,3,Infinity
A1,4,6
B1,3,6
E1,4,-4
B1,3,-4
B2,4,14
B1,3,-4
A3,4,-2
B1,3,-4
B3,4,-22
B1,3,-22
C3,4,13
B1,3,-22
E3,4,9
B1,3,-22
A4,4,6
B1,3,-22
B4,4,14
B1,3,-22
E4,4,24
B1,3,-22
B5,4,-4
B1,3,-22
C5,4,3
B1,3,-22
D5,4,5
B1,3,-22
E5,4,16
B1,3,-22
A5,2,-18
E1,3,Infinity
A1,4,20
E1,3,20
B1,4,24
E1,3,20
B2,4,28
E1,3,20
A3,4,12
E1,3,12
B3,4,-8
E1,3,-8
C3,4,27
E1,3,-8
E3,4,23
E1,3,-8
A4,4,20
E1,3,-8
B4,4,28
E1,3,-8
E4,4,38
E1,3,-8
B5,4,10
E1,3,-8
C5,4,17
E1,3,-8
D5,4,19
E1,3,-8
E5,4,30
E1,3,-8
A5,2,-8
B2,3,Infinity
A1,4,2
B2,3,2
B1,4,6
B2,3,2
E1,4,-8
B2,3,-8
A3,4,-6
B2,3,-8
B3,4,-26
B2,3,-26
C3,4,9
B2,3,-26
E3,4,5
B2,3,-26
A4,4,2
B2,3,-26
B4,4,10
B2,3,-26
E4,4,20
B2,3,-26
B5,4,-8
B2,3,-26
C5,4,-1
B2,3,-26
D5,4,1
B2,3,-26
E5,4,12
B2,3,-26
A5,2,-8
A3,3,Infinity
A1,4,18
A3,3,18
B1,4,22
A3,3,18
E1,4,8
A3,3,8
B2,4,26
A3,3,8
B3,4,-10
A3,3,-10
C3,4,25
A3,3,-10
E3,4,21
A3,3,-10
A4,4,-38
A3,3,-38
B4,4,26
A3,3,-38
E4,4,36
A3,3,-38
B5,4,8
A3,3,-38
C5,4,15
A3,3,-38
D5,4,17
A3,3,-38
E5,4,28
A3,3,-38
A5,2,-8
B3,3,Infinity
A1,4,38
B3,3,38
B1,4,42
B3,3,38
E1,4,28
B3,3,28
B2,4,46
B3,3,28
A3,4,30
B3,3,28
C3,4,-51
B3,3,-51
E3,4,41
B3,3,-51
A4,4,38
B3,3,-51
B4,4,-50
B3,3,-51
E4,4,56
B3,3,-51
B5,4,28
B3,3,-51
C5,4,35
B3,3,-51
D5,4,37
B3,3,-51
E5,4,48
B3,3,-51
A5,2,-8
C3,3,Infinity
A1,4,21
C3,3,21
B1,4,25
C3,3,21
E1,4,11
C3,3,11
B2,4,29
C3,3,11
A3,4,13
C3,3,11
B3,4,-7
C3,3,-7
E3,4,40
C3,3,-7
A4,4,21
C3,3,-7
B4,4,29
C3,3,-7
E4,4,39
C3,3,-7
B5,4,11
C3,3,-7
C5,4,18
C3,3,-7
D5,4,20
C3,3,-7
E5,4,31
C3,3,-7
A5,2,-7
E3,3,Infinity
A1,4,-7
E3,3,-7
B1,4,-3
E3,3,-7
E1,4,-17
E3,3,-17
B2,4,1
E3,3,-17
A3,4,-15
E3,3,-17
B3,4,-35
E3,3,-35
C3,4,-2
E3,3,-35
A4,4,-7
E3,3,-35
B4,4,1
E3,3,-35
E4,4,9
E3,3,-35
B5,4,-17
E3,3,-35
C5,4,-10
E3,3,-35
D5,4,-8
E3,3,-35
E5,4,3
E3,3,-35
A5,2,-7
A4,3,Infinity
A1,4,10
A4,3,10
B1,4,14
A4,3,10
E1,4,0
A4,3,0
B2,4,18
A4,3,0
A3,4,2
A4,3,0
B3,4,-18
A4,3,-18
C3,4,17
A4,3,-18
E3,4,13
A4,3,-18
B4,4,-22
A4,3,-22
E4,4,28
A4,3,-22
B5,4,0
A4,3,-22
C5,4,7
A4,3,-22
D5,4,9
A4,3,-22
E5,4,20
A4,3,-22
A5,2,-7
B4,3,Infinity
A1,4,2
B4,3,2
B1,4,6
B4,3,2
E1,4,-8
B4,3,-8
B2,4,10
B4,3,-8
A3,4,-6
B4,3,-8
B3,4,-26
B4,3,-26
C3,4,9
B4,3,-26
E3,4,5
B4,3,-26
A4,4,-22
B4,3,-26
E4,4,20
B4,3,-26
B5,4,-32
B4,3,-32
C5,4,-1
B4,3,-32
D5,4,1
B4,3,-32
E5,4,12
B4,3,-32
A5,2,-7
E4,3,Infinity
A1,4,-8
E4,3,-8
B1,4,-4
E4,3,-8
E1,4,-18
E4,3,-18
B2,4,0
E4,3,-18
A3,4,-16
E4,3,-18
B3,4,-36
E4,3,-36
C3,4,-1
E4,3,-36
E3,4,-9
E4,3,-36
A4,4,-8
E4,3,-36
B4,4,0
E4,3,-36
B5,4,-18
E4,3,-36
C5,4,-11
E4,3,-36
D5,4,-9
E4,3,-36
E5,4,2
E4,3,-36
A5,2,-7
B5,3,Infinity
A1,4,20
B5,3,20
B1,4,24
B5,3,20
E1,4,10
B5,3,10
B2,4,28
B5,3,10
A3,4,12
B5,3,10
B3,4,-8
B5,3,-8
C3,4,27
B5,3,-8
E3,4,23
B5,3,-8
A4,4,20
B5,3,-8
B4,4,-32
B5,3,-32
E4,4,38
B5,3,-32
C5,4,-43
B5,3,-43
D5,4,19
B5,3,-43
E5,4,30
B5,3,-43
A5,2,-7
C5,3,Infinity
A1,4,13
C5,3,13
B1,4,17
C5,3,13
E1,4,3
C5,3,3
B2,4,21
C5,3,3
A3,4,5
C5,3,3
B3,4,-15
C5,3,-15
C3,4,20
C5,3,-15
E3,4,16
C5,3,-15
A4,4,13
C5,3,-15
B4,4,21
C5,3,-15
E4,4,31
C5,3,-15
B5,4,-43
C5,3,-43
D5,4,-34
C5,3,-43
E5,4,23
C5,3,-43
A5,2,-7
D5,3,Infinity
A1,4,11
D5,3,11
B1,4,15
D5,3,11
E1,4,1
D5,3,1
B2,4,19
D5,3,1
A3,4,3
D5,3,1
B3,4,-17
D5,3,-17
C3,4,18
D5,3,-17
E3,4,14
D5,3,-17
A4,4,11
D5,3,-17
B4,4,19
D5,3,-17
E4,4,29
D5,3,-17
B5,4,1
D5,3,-17
C5,4,-34
D5,3,-34
E5,4,21
D5,3,-34
A5,2,-7
E5,3,Infinity
A1,4,0
E5,3,0
B1,4,4
E5,3,0
E1,4,-10
E5,3,-10
B2,4,8
E5,3,-10
A3,4,-8
E5,3,-10
B3,4,-28
E5,3,-28
C3,4,7
E5,3,-28
E3,4,3
E5,3,-28
A4,4,0
E5,3,-28
B4,4,8
E5,3,-28
E4,4,-2
E5,3,-28
B5,4,-10
E5,3,-28
C5,4,-3
E5,3,-28
D5,4,-21
E5,3,-28
A5,2,-7
A2,1,-12
B5,2,-Infinity
A1,3,Infinity
B1,4,9
A1,3,9
E1,4,-5
A1,3,-5
B2,4,13
A1,3,-5
A3,4,-3
A1,3,-5
B3,4,-23
A1,3,-23
C3,4,12
A1,3,-23
E3,4,8
A1,3,-23
A4,4,5
A1,3,-23
B4,4,13
A1,3,-23
E4,4,23
A1,3,-23
A5,4,0
A1,3,-23
C5,4,2
A1,3,-23
D5,4,4
A1,3,-23
E5,4,15
A1,3,-23
B5,2,-23
B1,3,Infinity
A1,4,1
B1,3,1
E1,4,-9
B1,3,-9
B2,4,9
B1,3,-9
A3,4,-7
B1,3,-9
B3,4,-27
B1,3,-27
C3,4,8
B1,3,-27
E3,4,4
B1,3,-27
A4,4,1
B1,3,-27
B4,4,9
B1,3,-27
E4,4,19
B1,3,-27
A5,4,-4
B1,3,-27
C5,4,-2
B1,3,-27
D5,4,0
B1,3,-27
E5,4,11
B1,3,-27
B5,2,-23
E1,3,Infinity
A1,4,15
E1,3,15
B1,4,19
E1,3,15
B2,4,23
E1,3,15
A3,4,7
E1,3,7
B3,4,-13
E1,3,-13
C3,4,22
E1,3,-13
E3,4,18
E1,3,-13
A4,4,15
E1,3,-13
B4,4,23
E1,3,-13
E4,4,33
E1,3,-13
A5,4,10
E1,3,-13
C5,4,12
E1,3,-13
D5,4,14
E1,3,-13
E5,4,25
E1,3,-13
B5,2,-13
B2,3,Infinity
A1,4,-3
B2,3,-3
B1,4,1
B2,3,-3
E1,4,-13
B2,3,-13
A3,4,-11
B2,3,-13
B3,4,-31
B2,3,-31
C3,4,4
B2,3,-31
E3,4,0
B2,3,-31
A4,4,-3
B2,3,-31
B4,4,5
B2,3,-31
E4,4,15
B2,3,-31
A5,4,-8
B2,3,-31
C5,4,-6
B2,3,-31
D5,4,-4
B2,3,-31
E5,4,7
B2,3,-31
B5,2,-13
A3,3,Infinity
A1,4,13
A3,3,13
B1,4,17
A3,3,13
E1,4,3
A3,3,3
B2,4,21
A3,3,3
B3,4,-15
A3,3,-15
C3,4,20
A3,3,-15
E3,4,16
A3,3,-15
A4,4,13
A3,3,-15
B4,4,21
A3,3,-15
E4,4,31
A3,3,-15
A5,4,8
A3,3,-15
C5,4,10
A3,3,-15
D5,4,12
A3,3,-15
E5,4,23
A3,3,-15
B5,2,-13
B3,3,Infinity
A1,4,33
B3,3,33
B1,4,37
B3,3,33
E1,4,23
B3,3,23
B2,4,41
B3,3,23
A3,4,25
B3,3,23
C3,4,-56
B3,3,-56
E3,4,36
B3,3,-56
A4,4,33
B3,3,-56
B4,4,-55
B3,3,-56
E4,4,51
B3,3,-56
A5,4,28
B3,3,-56
C5,4,30
B3,3,-56
D5,4,32
B3,3,-56
E5,4,43
B3,3,-56
B5,2,-13
C3,3,Infinity
A1,4,16
C3,3,16
B1,4,20
C3,3,16
E1,4,6
C3,3,6
